id;tsunami;year;month;day;latitude;longitude;focaldepth;magnitude;deaths;country;country_zone
5038;;2013;3;3;25.98;99.812;8;5.3;;CHINA: YUNNAN PROVINCE;East
5039;;2013;3;11;40.119;77.466;8;5.4;;CHINA: XINJIAN PROVINCE: S;West
5040;;2013;3;27;23.828;121.215;10;5.1;;TAIWAN: NANTOU COUNTY, TAIPEI;South
5041;;2013;4;9;28.428;51.593;19;0.6;1;IRAN: BUSHEHR PROVINCE: SHANBE, KAKI, SENA;East
5042;;2013;4;10;15.52;-87.159;12;6.3;37;HONDURAS: ATLANTIDA;South
5043;;2013;4;12;34.369;134.828;4;5.4;;JAPAN;North
5044;;2013;4;16;;;14;5.8;;IRAN;West
5045;;2013;4;17;33.958;139.352;80;7.7;40;JAPAN: MIYAKEJIMA;East
5046;;2013;4;18;31.817;-97.088;9;5.8;;TEXAS: WEST;West
5047;;2013;4;19;46.221;150.788;0;2.1;14;RUSSIA: KURIL ISLANDS;East
5048;Yes;2013;4;20;30.308;102.888;110;7.2;;CHINA: SICHUAN PROVINCE: LONGMEN;East
5049;;2013;4;22;18.081;-102.182;14;6.6;196;MEXICO: MICHOACAN: LAZARO CARDENAS;South
5050;Yes;2013;4;24;34.526;70.22;30;0.6;;AFGHANISTAN: KAMA;West
5051;;2013;5;1;33.061;75.863;64;5.5;18;INDIA: KASHMIR: DODA, KISHTWAR, RAMBAN;West
5052;;2013;5;11;26.56;57.77;15;5.7;3;IRAN: HORMOZGAN: BASHAGARD;West
5053;;2013;5;19;36.703;5.261;15;6.1;2;ALGERIA: ALGIERS;West
5054;;2013;5;24;54.892;153.221;7;4.9;;RUSSIA: SEVERO KURILSKIYE;East
5055;;2013;6;1;7.275;124.898;598;8.3;;PHILIPPINES: N. COTABATO: KIMADZIL, KIBUGTONGAN;South
5056;;2013;6;2;23.789;121.141;10;5.7;;TAIWAN: JENAI;East
5057;;2013;6;18;54.263;86.173;17;6.3;4;RUSSIA: KEMEROVO;West
5058;;2013;6;22;-8.305;116.058;10;5.3;;INDONESIA: LOMBOK ISLAND;South
5059;;2013;7;2;4.645;96.665;47;5.1;;INDONESIA: BANDA ACEH;North
5060;;2013;7;8;-8.803;113.002;13;6.1;42;INDONESIA: JAVA;West
5061;;2013;7;17;36.534;3.086;60;5.7;;ALGERIA: HAMMAM MELOUANE;West
5062;;2013;7;21;-41.704;174.337;10;4.8;;NEW ZEALAND: COOK STRAIT;North
5063;Yes;2013;7;21;34.512;104.262;17;6.5;;CHINA: GANSU: DINGXI, MIN;West
5064;;2013;8;2;33.297;75.95;8;0.6;94;INDIA: KASHMIR: KISHTWAR;West
5065;;2013;8;7;38.689;22.695;42;5.2;;GREECE: CENTRAL: PHTHIOTIS, REGGINI;East
5066;;2013;8;11;30.046;97.957;0;5.5;;CHINA: TIBET (XIZANG PROVINCE): QAMDO;North
5067;;2013;8;16;-41.731;174.027;6;5.7;;NEW ZEALAND: WELLINGTON, MARLBOROUGH;West
5068;Yes;2013;8;21;16.878;-99.498;12;6.5;;MEXICO: SAN MARCOS, ACAPULCO;North
5069;;2013;8;27;28.239;99.328;21;6.2;;CHINA: YUNNAN PROVINCE: SHANGRI-LA;East
5070;;2013;8;31;28.243;99.35;10;5.2;;CHINA: YUNNAN PROVINCE: BENZILAN;West
5071;;2013;9;7;14.606;-92.121;8;5.8;5;GUATEMALA: COATEPEQUE, QUETZALTENANGO;South
5072;;2013;9;24;26.951;65.501;66;6.4;1;PAKISTAN: AWARAN, KECH;North
5073;Yes;2013;9;25;-16.15;-74.87;15;7.7;825;PERU: AREQUIPA;East
5074;;2013;9;28;27.183;65.505;31;7.1;;PAKISTAN: AWARAN;West
5075;;2013;10;12;35.514;23.252;12;6.8;22;GREECE: CRETE: CHANIA;East
5076;;2013;10;15;9.88;124.117;40;6.6;;PHILIPPINES: BOHOL, CEBU, SIQUIJOR IS;South
5077;;2013;10;22;5.103;95.971;19;7.1;222;INDONESIA: BANDA ACEH;East
5078;;2013;10;25;37.2;144.6;10;5.5;1;JAPAN: HONSHU: E COAST;North
5079;Yes;2013;11;10;38.41;68.89;10;7.1;;TAJIKISTAN: VAHDAT;West
5080;;2013;11;17;-60.274;-46.401;23;5.2;;SCOTIA SEA: SOUTH ORKNEY ISLANDS;South
5081;Yes;2013;11;22;44.599;124.168;10;7.7;;CHINA: JILIN PROVINCE: SONGYUAN;West
5082;;2013;11;28;29.275;51.313;10;5.3;;IRAN: BORAZJAN;North
5083;;2014;1;2;27.15;54.448;4;5.7;8;IRAN: BASTAK;East
5084;;2014;1;5;4.557;-76.644;8;5.3;1;COLOMBIA: SIPI;South
5085;;2014;1;13;19.043;-66.81;54;5.6;;PUERTO RICO;West
5086;;2014;1;20;-40.66;175.814;20;6.4;;NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI;East
5087;;2014;1;25;-7.986;109.265;28;6.1;;INDONESIA: JAVA: BANYUMAS;North
5088;;2014;1;26;38.208;20.453;66;6.1;;GREECE: KEFALONIA;East
5089;;2014;2;2;26.589;57.741;8;6.1;;IRAN: GOHARAN;West
5090;;2014;2;3;38.244;20.379;10;5.3;;GREECE: KEFALONIA: LIXOURION;North
5091;;2014;2;9;35.937;-97.271;4;0.6;;OKLAHOMA: GUTHRIE;North
5092;;2014;2;12;35.905;82.586;5;4.1;;CHINA: XINJIANG PROVINCE: YUTIAN;West
5093;;2014;2;26;-30.686;121.332;10;6.9;;AUSTRALIA: KALGOORLIE;East
5094;;2014;3;13;33.684;131.825;1;4.5;;JAPAN: SOUTHWESTERN;South
5095;;2014;3;16;-19.965;-70.814;79;6.3;;CHILE: IQUIQUE;North
5096;Yes;2014;3;29;33.863;-117.835;21;6.7;;CALIFORNIA: LA HABRA, BREA, FULLERTON;West
5097;;2014;4;1;-19.61;-70.769;4;5.1;;CHILE: NORTHERN: IQUIQUE, ALTO HOSPICIO;South
5098;Yes;2014;4;3;-20.571;-70.493;25;8.2;7;CHILE: NORTHERN: IQUIQUE;North
5099;Yes;2014;4;4;28.174;103.619;22;7.7;;CHINA: YUNNAN PROVINCE: XILUODU;North
5100;;2014;4;10;12.403;-86.378;25;5.4;;NICARAGUA: NAGAROTE, MANAGUA;West
5101;;2014;4;11;-6.586;155.049;13;6.1;2;PAPUA NEW GUINEA: BOUGAINVILLE ISLAND;East
5102;;2014;4;12;-11.27;162.148;61;7.1;1;SOLOMON ISLANDS;North
5103;Yes;2014;4;13;-11.463;162.051;23;7.6;;SOLOMON ISLANDS;North
5104;Yes;2014;4;14;12.151;-86.281;39;7.4;;NICARAGUA: MANAGUA, CIUDAD SANDINO;North
5105;;2014;4;18;;;10;5.2;;MEXICO: GUERRERO;East
5106;Yes;2014;4;19;-6.755;155.024;24;7.2;;PAPUA NEW GUINEA: SOLOMON SEA;East
5107;Yes;2014;5;5;19.656;99.67;43;7.5;;THAILAND: CHIANG RAI;East
5108;;2014;5;8;17.235;-100.746;6;6.1;1;MEXICO: TECPAN;West
5109;;2014;5;8;26.387;68.358;17;6.4;;PAKISTAN: NAWABSHAH;East
5110;;2014;5;17;49.799;8.69;15;4.5;2;GERMANY: HESSE;South
5111;;2014;5;19;41.115;19.777;5;3.6;;ALBANIA: BELSH;East
5112;;2014;5;24;40.24;25.33;10;0.5;;GREECE, TURKEY;West
5113;;2014;5;30;25;97.845;23;6.9;3;CHINA: YUNNAN PROVINCE: YINGJIANG;East
5114;;2014;6;23;-29.977;-177.725;10;5.9;;NEW ZEALAND: SSE OF RAOUL ISLAND;East
5115;Yes;2014;6;23;51.849;178.735;20;6.9;;ALASKA: ALEUTIAN ISLANDS;South
5116;Yes;2014;7;7;;;109;7.9;;MEXICO;South
5117;;2014;7;11;37.005;142.453;67;6.9;3;JAPAN: SANRIKU;East
5118;Yes;2014;7;15;35.524;-97.146;20;6.5;;OKLAHOMA: HARRAH;North
5119;;2014;7;25;58.306;-136.96;5;3.9;;ALASKA: SOUTHEASTERN;South
5120;Yes;2014;7;29;17.682;-95.653;10;6.1;;MEXICO: OAXACA;East
5121;;2014;8;1;36.841;3.301;107;6.3;1;ALGERIA: ALGIERS;North
5122;;2014;8;3;27.189;103.409;30;5.5;6;CHINA: YUNNAN: LUDIAN: LONGTOUSHAN, ZHAOTONG;West
5123;;2014;8;5;-26.99;26.705;12;6.2;615;SOUTH AFRICA: ORKNEY;West
5124;;2014;8;12;-0.018;-78.322;5;5.5;1;ECUADOR: QUITO;North
5125;;2014;8;16;28.125;103.546;12;5.1;2;CHINA: YUNNAN PROVINCE: YONGSHAN;North
5126;;2014;8;18;32.663;47.673;10;0.5;;IRAN: ILAM PROVINCE: ABDANAN;West
5127;;2014;8;24;38.216;-122.312;6;6.2;;CALIFORNIA: NAPA, VALLEJO;West
5128;;2014;9;20;6.864;125.233;11;6.1;1;PHILIPPINES: BARANGAY LUAYON;East
5129;;2014;9;28;-13.843;-71.695;26;5.2;;PERU: PARURO PROVINCE;North
5130;;2014;10;7;23.383;100.47;10;5.1;8;CHINA: YUNNAN PROVINCE: YONGPING;North
5131;;2014;10;9;-32.108;-110.811;9;6.1;1;CHILE: EASTER ISLAND REGION;West
5132;Yes;2014;10;14;12.526;-88.123;17;0.7;;EL SALVADOR: GULF OF FONSECA;South
5133;Yes;2014;11;15;1.893;126.522;40;7.3;1;INDONESIA: N. MOLUCCAS ISLANDS;East
5134;Yes;2014;11;22;30.34;101.737;45;7.1;;CHINA: SICHUAN PROVINCE: GARZE;East
5135;;2014;11;22;36.641;137.888;9;5.9;5;JAPAN: NAGANO: HAKUBA, OTARI;North
5136;;2014;12;6;23.358;100.533;9;6.2;;CHINA: YUNNAN PROVINCE: YONGPING;East
5137;;2014;12;23;36.492;3.025;10;5.6;1;ALGERIA: BLIDA;East
5138;;2015;1;14;29.353;103.199;7;4.9;;CHINA: SICHUAN PROVINCE: LESHAN;West
5139;;2015;2;16;39.856;142.881;10;5.3;;JAPAN: HONSHU;West
5140;Yes;2015;2;19;-16.431;168.148;23;6.7;;VANUATU ISLANDS;West
5141;Yes;2015;2;20;23.01;101.755;10;6.4;;CHINA: YUNNAN PROVINCE;West
5142;;2015;2;21;44.534;18.934;10;4.5;;BALKANS NW: BOSNIA-HERZEGOVINA:;North
5143;;2015;2;22;44.133;85.568;7;3.6;4;CHINA: XINJIANG PROVINCE: SHAWAN;North
5144;;2015;2;26;34.671;73.278;12;5.1;;PAKISTAN: BATTAGRAM;South
5145;;2015;2;28;-15.693;-71.934;30;5.4;;PERU: AREQUIPA: CAYLLOMA: CABANACONDE;West
5146;;2015;3;1;23.5;98.9;10;4.5;;CHINA: YUNNAN PROVINCE: CANGYUAN, GENGMA;East
5147;;2015;3;8;44.088;19.861;11;5.5;;BALKANS NW: SERBIA: KOSJERIC;South
5148;;2015;3;10;6.8;-73.01;20;4.4;;COLOMBIA: ANTIOQUIA, SANTANDER;East
5149;;2015;3;14;33.15;115.8;184;6.2;;CHINA: ANHUI PROVINCE: FUYANG;South
5150;;2015;3;29;-4.729;152.562;10;4.6;2;PAPUA NEW GUINEA;North
5151;Yes;2015;4;20;24.203;122.316;41;7.5;;TAIWAN: TAIPEI;South
5152;;2015;4;25;;;29;6.4;1;NEPAL: KATHMANDU;West
5153;;2015;5;2;31.529;140.213;8;7.8;8200;JAPAN: HONSHU: S. OF;North
5154;Yes;2015;5;5;-5.462;151.875;10;5.7;;PAPUA NEW GUINEA;West
5155;Yes;2015;5;12;27.809;86.066;55;7.5;;NEPAL: DOLAKHA;North
5156;;2015;5;30;27.839;140.493;15;7.3;117;JAPAN: BONIN ISLANDS [CHICHIJIMA ISLAND];South
5157;;2015;6;4;5.987;116.541;664;7.8;;MALAYSIA: SABAH: LAHAD,DATU,KANAK;East
5158;;2015;6;28;26.638;90.41;10;0.6;18;INDIA: KOKRAJHAR;West
5159;;2015;7;3;37.6;78.2;26;5.3;;CHINA: S. XINJIANG: HOTAN;East
5160;;2015;7;3;10.169;125.891;10;6.4;3;PHILIPPINES: MINDANAO;East
5161;;2015;7;10;-9.307;158.403;32;6.1;1;SOLOMON ISLANDS;North
5162;Yes;2015;7;18;-10.401;165.141;12;6.7;;SOLOMON ISLANDS;East
5163;Yes;2015;7;24;33.856;73.193;11;0.7;;PAKISTAN: ABBOTTABAD;West
5164;;2015;7;27;52.214;-169.399;17;5.1;3;ALASKA;South
5165;Yes;2015;7;27;-2.629;138.528;23;6.9;;INDONESIA: PAPUA;South
5166;;2015;7;29;8.231;-77.315;48;0.7;1;COLOMBIA-PANAMA: COLOMBIA: UNGUIA;East
5167;;2015;8;7;-2.141;28.897;12;5.9;;RWANDA: BUKAVU;East
5168;;2015;8;9;13.668;-88.478;11;5.8;3;EL SALVADOR: ALEGRIA;South
5169;;2015;9;16;-31.573;-71.674;10;4.5;;CHILE: CENTRAL;West
5170;Yes;2015;9;24;-0.59;131.27;22;8.3;7;INDONESIA: SORONG;South
5171;;2015;10;17;-25.442;-64.632;10;6.6;;ARGENTINA: GALPON;North
5172;;2015;10;26;36.524;70.368;33;5.8;2;AFGHANISTAN: HINDU KUSH;East
5173;;2015;11;4;-8.338;124.875;231;7.5;399;INDONESIA: EAST NUSA TENGGARA: ALOR;South
5174;;2015;11;7;8.477;-71.365;20;6.5;;VENEZUELA: MERIDA;South
5175;;2015;11;11;-29.439;-72.105;14;5.3;1;CHILE: LA SERENA;West
5176;Yes;2015;11;13;31.001;128.873;10;6.9;;JAPAN: KYUSYU ISLAND;East
5177;Yes;2015;11;17;38.67;20.6;12;6.7;;GREECE: LEFKADA, KEFALONIA, ITHACA;North
5178;Yes;2015;11;17;40.376;73.204;11;6.5;2;KYRGYZSTAN: OSH;West
5179;;2015;11;18;-8.899;158.422;18;5.6;;SOLOMON ISLANDS;East
5180;Yes;2015;11;22;8.48;-71.42;13;6.8;;VENEZUELA: MERIDA;North
5181;;2015;11;24;-10.77;-71.41;5;5.1;1;PERU-BRAZIL;South
5182;;2015;11;24;-10.07;-70.98;636;7.6;;PERU-BRAZIL;South
5183;;2015;12;7;38.211;72.78;606;7.6;;TAJIKISTAN;East
5184;;2015;12;17;15.802;-93.633;22;7.2;2;MEXICO: COCOTITLAN;West
5185;;2015;12;25;;;85;6.6;2;AFGHANISTAN;East
5186;;2016;1;3;24.804;93.651;206;6.3;4;INDIA: IMPAHL;West
5187;;2016;1;16;-3.873;127.229;55;6.7;13;INDONESIA: MALUKU: BURU, AMBALAU ISLAND;North
5188;;2016;1;24;59.658;-153.452;4;5.6;1;ALASKA: KENAI;East
5189;;2016;1;25;35.649;-3.682;126;7.1;;MOROCCO: MELILLA;West
5190;;2016;2;5;22.97;120.46;12;6.3;1;TAIWAN: TAINAN;South
5191;;2016;3;2;-4.952;94.33;10;6.4;117;INDONESIA: SUMATRA:;East
5192;Yes;2016;4;10;36.473;71.131;24;7.8;;AFGHANISTAN: KHYBER PAKHTUNKHWA;West
5193;;2016;4;13;;;212;6.6;6;INDIA: ASSAM;East
5194;;2016;4;15;32.791;130.754;136;6.9;2;JAPAN: KUMAMOTO, OITA;East
5195;;2016;4;16;0.35;-80.16;10;0.7;50;ECUADOR: NEAR WEST COAST: MANABI, ESMERALDAS;West
5196;Yes;2016;4;28;-16.043;167.379;17;7.8;663;VANUATU ISLANDS;West
5197;Yes;2016;5;11;32.022;95.027;24;0.7;;CHINA: TIBET (XIZANG PROVINCE);South
5198;;2016;5;18;0.495;-79.616;8;5.2;;ECUADOR: MANABI PROVINCE;South
5199;;2016;5;28;36.431;3.517;30;6.9;1;ALGERIA: MEDEA: MIHOUB;West
5200;;2016;6;1;-2.097;100.665;11;5.4;;INDONESIA: SUMATRA: PESISIR SELATAN;West
5201;;2016;6;7;1.279;126.371;50;6.6;1;INDONESIA: MALUKU: TERNATE ISLAND;East
5202;;2016;7;1;38.881;70.559;31;6.3;;TAJIKISTAN: RASHT;North
5203;;2016;7;29;18.543;145.507;10;0.5;;NORTHERN MARIANA ISLANDS;East
5204;;2016;7;31;24.134;111.478;196;7.7;;CHINA: GUANGXI PROVINCE;South
5205;;2016;7;31;-8.194;117.814;25;4.9;;INDONESIA: SUMBAWA ISLAND: WEST NUSA TENGGARA;South
5206;;2016;8;12;-22.477;173.117;21;5.6;;NEW CALEDONIA: LOYALTY ISLANDS;West
5207;Yes;2016;8;15;-15.64;-71.68;16;7.2;;PERU: AREQUIPA;North
5208;;2016;8;19;-55.285;-31.877;8;5.5;9;SOUTH SANDWICH ISLANDS;North
5209;Yes;2016;8;20;40.394;143.68;10;7.4;;JAPAN: OFF EAST COAST HONSHU;East
5210;Yes;2016;8;24;42.704;13.238;10;0.6;;ITALY: ACCUMOLI, ARQUATA, AMATRICE;South
5211;;2016;8;24;20.923;94.569;4;6.2;299;MYANMAR (BURMA): CHAUK;South
5212;;2016;9;1;-37.359;179.146;82;6.8;4;NEW ZEALAND: GISBORNE;West
5213;Yes;2016;9;10;;;19;0.7;;TANZANIA: LAKE VICTORIA;North
5214;;2016;9;11;42.008;21.488;40;5.9;23;BALKANS NW: MACEDONIA;East
5215;;2016;9;12;35.781;129.216;13;5.1;;SOUTH KOREA: GYEONGJU;South
5216;;2016;9;23;;;13;5.4;1;RWANDA: RISUZI;North
5217;;2016;9;28;12.442;-86.515;10;4.8;8;NICARAGUA: LEON;South
5218;;2016;10;1;34.905;73.682;8;5.5;1;PAKISTAN: MANSEHRA, NARAN;East
5219;;2016;10;21;35.374;133.809;10;5.4;1;JAPAN: KURAYOSHI;East
5220;;2016;10;26;42.956;13.067;6;6.2;;ITALY: VISSO, USSITA;West
5221;;2016;10;30;42.84;13.11;10;6.1;1;ITALY: NORCIA;West
5222;;2016;11;7;35.988;-96.805;9;6.6;2;OKLAHOMA: CUSHING;West
5223;;2016;11;13;-42.737;173.054;3;0.5;;NEW ZEALAND: AMBERLEY;North
5224;Yes;2016;11;21;37.393;141.387;15;7.8;2;JAPAN: NEAR E COAST HONSHU;West
5225;Yes;2016;11;24;11.96;-88.835;9;6.9;;NICARAGUA;South
5226;Yes;2016;11;25;39.273;73.978;33;6.9;;CHINA: XINJIANG PROVINCE: KASHGAR;South
5227;;2016;11;27;27.802;86.532;17;6.6;1;NEPAL: MOUNT AMA DABLAM, CHARIKHARKA;East
5228;;2016;11;29;51.613;16.157;10;5.4;1;POLAND: RUDNA;South
5229;;2016;12;1;9.949;-83.807;5;4.2;8;COSTA RICA: PARAISO, TURRIALBA;East
5230;;2016;12;1;-15.44;-70.93;1;5.3;;PERU: PUNO, LAMPA;West
5231;;2016;12;6;5.283;96.168;10;6.2;1;INDONESIA: SUMATRA: ACEH: PIDIE JAYA;West
5232;;2016;12;8;43.823;86.345;13;6.5;104;CHINA: N. XINJIANG: URUMQI;North
5233;;2016;12;8;-10.681;161.327;18;0.6;1;SOLOMON ISLANDS;East
5234;Yes;2016;12;9;-10.749;161.132;40;7.8;1;SOLOMON ISLANDS;South
5235;Yes;2016;12;17;-4.505;153.522;20;6.9;;PAPUA NEW GUINEA: NEW BRITAIN NEW IRELAND;North
5236;Yes;2016;12;19;0.93;-79.84;95;7.9;;ECUADOR: ESMERALDAS;North
5237;;2016;12;25;-43.517;-74.391;6;5.4;3;CHILE;North
5238;Yes;2017;1;3;;;30;7.6;;INDIA: AMBASA;East
5239;;2017;1;3;-19.373;176.052;32;5.7;3;FIJI ISLANDS;West
5240;Yes;2017;1;6;28.2;53.107;12;6.9;;IRAN: KHONJ;North
5241;;2017;1;11;-20.16;46.647;10;0.5;4;MADAGASCAR: ANTSIRABE;East
5242;;2017;1;18;42.529;13.282;7;5.5;2;ITALY: FARINDOLA;West
5243;;2017;1;22;-6.246;155.172;9;5.7;34;PAPUA NEW GUINEA: BOUGAINVILLE ISLAND;East
5244;Yes;2017;2;6;39.599;26.065;135;7.9;3;TURKEY: CANAKKALE;South
5245;;2017;2;6;3.449;-74.672;10;5.3;;COLOMBIA: HUILA;West
5246;;2017;2;7;25.191;63.264;38;5.5;;PAKISTAN: PASNI;North
5247;;2017;2;10;9.907;125.452;29;6.3;;PHILIPPINES: SURIGAO DEL NORTE;South
5248;;2017;2;24;-8.44;30.031;15;6.5;8;ZAMBIA: KAPUTA;East
5249;;2017;3;5;9.831;125.496;30;5.9;;PHILIPPINES: SURIGAO DEL NORTE;East
5250;;2017;3;13;17.399;96;11;5.7;1;MYANMAR (BURMA): THARRAWADDY;South
5251;;2017;3;21;-8.492;115.323;10;5.1;2;INDONESIA: BALI;North
5252;;2017;3;26;25.938;99.841;112;5.6;;CHINA: YUNNAN PROVINCE;North
5253;;2017;4;5;35.776;60.436;28;0.5;;IRAN: SEFID SANG;West
5254;;2017;4;8;13.77;120.935;13;6.1;2;PHILIPPINES: BATANGAS, CALABARZON;South
5255;;2017;4;10;13.766;-89.155;14;5.9;;EL SALVADOR: SAN SALVADOR,SOYAPANGO;West
5256;;2017;4;24;-33.038;-72.062;10;4.8;1;CHILE: VALPARAISO;South
5257;Yes;2017;4;28;5.504;125.066;28;6.9;;PHILIPPINES: SARANGANI;West
5258;Yes;2017;5;1;;;26;6.9;;ALASKA: SKAGWAY;South
5259;Yes;2017;5;3;39.494;71.444;1;6.2;;KYRGYZSTAN: OSH, BATKEN;North
5260;;2017;5;10;37.643;75.31;11;0.6;;CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK;South
5261;;2017;5;11;39.816;48.57;8;5.4;8;IRAN: ARDABIL;East
5262;;2017;5;13;37.769;57.206;63;5.1;;IRAN: KHORASAN;West
5263;;2017;5;25;-3.043;32.888;8;5.6;3;TANZANIA: MWANZA;West
5264;;2017;5;28;38.764;27.778;10;4.4;1;TURKEY: MANISA: SARUHANLI, GOLMARMARA;North
5265;;2017;5;29;-1.292;120.431;3;4.9;;INDONESIA: SULAWESI: POSO;South
5266;;2017;6;12;38.93;26.365;12;6.6;;GREECE: LESBOS;East
5267;Yes;2017;6;14;;;12;6.3;1;GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ;West
5268;;2017;6;21;27.64;85.17;93;6.9;5;NEPAL: DHADING;North
5269;;2017;6;22;13.717;-90.972;;3.2;1;GUATEMALA: ESCUINTLA, SUCHITEPEQUEZ, GUATEMALA;West
5270;;2017;6;24;-19.45;34.488;38;6.8;;MOZAMBIQUE;South
5271;;2017;7;6;11.127;124.629;27;5.6;;PHILIPPINES: LEYTE;South
5272;;2017;7;17;54.443;168.857;11;6.5;4;RUSSIA: BERING ISLAND;South
5273;Yes;2017;7;18;-16.416;-73.636;10;7.7;;PERU: AREQUIPA;South
5274;;2017;7;20;;;44;6.4;1;TURKEY: BODRUM, DATCA;West
5275;Yes;2017;8;2;-33.201;-70.614;7;6.6;2;CHILE: SANTIAGO;South
5276;;2017;8;8;33.193;103.855;99;5.4;1;CHINA: SICHUAN PROVINCE: ABA;West
5277;;2017;8;8;44.302;82.832;9;6.5;25;CHINA: XINGJIANG: BORTALA;North
5278;;2017;8;11;-16.299;-73.474;20;6.3;;PERU: AREQUIPA;West
5279;;2017;8;13;-10.721;-74.566;41;5.6;1;PERU: JUNIN;West
5280;;2017;8;21;40.783;13.939;32;5.8;1;ITALY: ISCHIA ISLAND;South
5281;;2017;8;22;10.954;124.707;3;4.2;2;PHILIPPINES: LEYTE: ORMOC;East
5282;;2017;9;8;;;17;0.5;2;MEXICO: OAXACA, CHIAPAS, TABASCO;West
5283;Yes;2017;9;19;18.339;-98.68;46;8.2;98;MEXICO: MEXICO CITY, MORELOS, PUEBLA;West
5284;;2017;9;23;16.626;-95.078;39;7.1;369;MEXICO: OAXACA;North
5285;;2017;9;23;7.562;124.743;10;6.1;5;PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE;West
5286;;2017;10;31;-21.697;169.149;8;5.7;;NEW CALEDONIA: LOYALTY ISLANDS;South
5287;Yes;2017;10;31;-3.745;127.752;24;6.7;;INDONESIA: MALUKU: AMBON;West
5288;;2017;11;1;-21.648;168.859;6;6.1;1;NEW CALEDONIA: LOYALTY ISLANDS;North
5289;Yes;2017;11;12;;;22;6.6;;IRAN: KERMANSHAH;East
5290;;2017;11;13;9.515;-84.487;19;7.3;630;COSTA RICA: JACO;West
5291;;2017;11;15;36.074;129.27;19;6.5;2;SOUTH KOREA: POHANG;West
5292;;2017;11;17;29.833;94.984;10;5.5;;CHINA: TIBET (XIZANG PROVINCE): NYINGCHI;North
5293;;2017;11;18;2.465;128.148;8;6.4;;INDONESIA: NORTH MALUKU: MOROTAI;East
5294;;2017;11;19;-21.638;168.673;8;5.8;1;NEW CALEDONIA: LOYALTY ISLANDS;North
5295;Yes;2017;11;19;-21.503;168.598;14;6.3;;NEW CALEDONIA: LOYALTY ISLANDS;South
5296;Yes;2017;11;19;-21.325;168.672;13;6.6;;NEW CALEDONIA: LOYALTY ISLANDS;South
5297;Yes;2017;11;23;29.349;108.058;10;0.7;;CHINA: CHONGQING: WULONG;West
5298;;2017;12;1;30.765;57.331;10;5.1;;IRAN: KERMAN;North
5299;;2017;12;15;-7.734;108.023;10;0.6;;INDONESIA: JAVA;East
5300;;2017;12;20;35.654;50.949;92;6.5;4;IRAN: ALBORZ;North
5301;;2017;12;27;35.692;50.9;10;4.9;2;IRAN: ALBORZ, TEHRAN;West
5302;;2018;1;4;42.658;19.883;10;0.4;1;BALKANS NW: MONTENEGRO: BERANE;West
5303;;2018;1;6;34.649;45.799;10;4.9;;IRAN: KERMANSHAH;West
5304;;2018;1;8;53.2;6.6;10;0.5;;THE NETHERLANDS: GRONINGEN;West
5305;;2018;1;10;17.474;-83.519;;3.4;;HONDURAS;South
5306;Yes;2018;1;11;33.764;45.749;10;7.5;;IRAN: KERMANSHAH;West
5307;;2018;1;14;-15.776;-74.744;10;5.5;;PERU: YAUCA;East
5308;Yes;2018;1;23;-7.196;105.918;36;7.1;2;INDONESIA: JAVA: BANTEN;North
5309;;2018;1;23;56.046;-149.073;44;0.6;1;ALASKA: KODIAK ISLAND;East
5310;Yes;2018;1;31;;;25;7.9;;AFGHANISTAN;West
5311;;2018;1;31;-1.756;-77.694;191;6.1;2;ECUADOR: PASTAZA;North
5312;;2018;2;6;24.174;121.653;19;5.2;1;TAIWAN: HUALIEN;West
5313;;2018;2;16;16.646;-97.653;11;6.4;17;MEXICO: OAXACA;East
5314;;2018;2;25;;;25;7.2;13;PAPUA NEW GUINEA: S HIGHLANDS, HELA;South
5315;;2018;2;28;-6.182;142.492;23;7.5;145;PAPUA NEW GUINEA: S HIGHLANDS;West
5316;;2018;3;4;-6.307;142.62;16;6.1;1;PAPUA NEW GUINEA: S HIGHLANDS;North
5317;;2018;3;6;-6.294;142.607;10;0.6;11;PAPUA NEW GUINEA: S HIGHLANDS, HELA;South
5318;;2018;4;1;34.456;45.764;10;6.7;25;IRAN: KERMANSHAH;North
5319;;2018;4;3;8.346;-71.664;10;5.3;;VENEZUELA: MERIDA;South
5320;;2018;4;7;-5.841;142.49;10;4.9;;PAPUA NEW GUINEA: HELA;South
5321;;2018;4;8;35.262;132.541;10;6.3;4;JAPAN: SHIMANE PREFECTURE;South
5322;;2018;4;10;43.093;13.046;8;5.6;;ITALY: MUCCIA;East
5323;;2018;4;18;-7.21;109.65;5;4.7;;INDONESIA: JAVA: BANJARNEGARA;South
5324;;2018;4;24;37.596;38.514;4;4.4;3;TURKEY: ADIYAMAN;South
5325;;2018;5;2;30.715;51.485;10;5.2;;IRAN: KOHGILUYEH AND BOYER-AHMAD: SISAKHT;West
5326;;2018;5;3;-26.4;27.5;10;5.3;;SOUTH AFRICA: WEST RAND;West
5327;;2018;5;4;19.37;-155.032;;2.1;7;HAWAIIAN ISLANDS: PUNA DISTRICT;East
5328;Yes;2018;5;5;50.11;18.71;5;6.9;;POLAND: SILESIAN: JASTRZEBIE-ZDROJ;South
